,GradCam++,Test accuracy
0,0,0.9769169960474308
1,4,0.757938903202061
2,8,0.6008170776591829
3,9,0.566175929333824
4,3,0.8001177769598823
5,6,0.6609201324990798
6,1,0.9064114832535886
7,7,0.6289657710710341
8,5,0.7061685682738315
9,10,0.54158998895841
10,2,0.8518881118881119
