,Saliency Map,Test accuracy
0,8,0.22031620553359685
1,6,0.27430830039525694
2,4,0.36463404661305715
3,3,0.43684339648357645
4,2,0.5445168324928444
5,0,0.9769169960474308
6,9,0.19936758893280632
7,1,0.7065203761755486
8,5,0.31068556630775523
9,7,0.24268774703557314
10,10,0.18861660079051382
