,Saliency Map Cutted,Test accuracy
0,5,0.2782554287817446
1,4,0.3266617592933383
2,10,0.17741626794258372
3,7,0.21712918660287078
4,8,0.2013397129186603
5,1,0.6765108575634893
6,6,0.2433492822966507
7,2,0.506602870813397
8,9,0.18555023923444977
9,3,0.3964078027235922
