,GradCam,Test accuracy
0,6,0.7371853671853671
1,0,0.9769169960474308
2,4,0.8022795522795524
3,5,0.767998907998908
4,10,0.6330248430248432
5,9,0.6630275730275731
6,3,0.8450232050232052
7,8,0.6874883974883975
8,1,0.9263854763854764
9,2,0.8853016653016653
10,7,0.7091209391209392
