,Saliency Map,Test accuracy
0,7,0.5491672345645361
1,3,0.9641106719367587
2,2,0.9730434782608696
3,10,0.34930625596292764
4,8,0.46645222843123896
5,9,0.39902957612103046
6,6,0.6472182090772794
7,1,0.9747826086956521
8,0,0.9769169960474308
9,4,0.8937767479896416
10,5,0.7632002180727818
