,GradCam Cutted,Test accuracy
0,10,0.6103414634146341
1,8,0.6683577235772357
2,1,0.9224390243902438
3,3,0.8368780487804878
4,2,0.8784065040650406
5,6,0.7209430894308944
6,5,0.7547317073170732
7,4,0.7917398373983741
8,9,0.6420813008130081
9,7,0.6908943089430893
